               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                   O2                   CO                  CO2
                  48               141999         4.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  998                    0                 -998                    0
                  49               142071         4.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  998                    0                 -998                    0
                  50               142168         4.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  998                    0                 -998                    0
                  51               142252         5.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  998                    0                 -998                    0
                  52               142335         5.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  998                    0                 -998                    0
                  53               142430         5.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  998                    0                 -998                    0
                  54               142504         5.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  55               142548         5.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  56               142584         5.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  57               142624         5.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  58               142664         5.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  59               142706         5.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  60               142744         5.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  61               142780         6.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  62               142820         6.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  63               142856         6.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  64               142894         6.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  65               142909         6.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  66               142909         6.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  67               142909         6.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  68               142909         6.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  69               142909         6.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  70               142909         6.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  71               142909         7.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  72               142909         7.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  73               142909         7.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  74               142909         7.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  75               142909         7.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  76               142909         7.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  77               142909         7.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  78               142909         7.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  79               142909         7.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  80               142909         7.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  81               142909         8.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  82               142909         8.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  83               142909         8.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  84               142909         8.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  85               142909         8.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  86               142909         8.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  87               142909         8.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  88               142909         8.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  89               142909         8.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  90               142909         8.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  91               142909         9.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  92               142909         9.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  93               142909         9.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  94               142909         9.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  95               142909         9.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  96               142909         9.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  97               142909         9.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  98               142909         9.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  99               142909         9.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 100               142909         9.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 101               142909         1.0000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 102               142909         1.0100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 103               142909         1.0200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 104               142909         1.0300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 105               142909         1.0400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 106               142909         1.0500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 107               142909         1.0600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 108               142909         1.0700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 109               142909         1.0800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 110               142909         1.0900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 111               142909         1.1000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 112               142909         1.1100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 113               142909         1.1200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 114               142909         1.1300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 115               142909         1.1400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 116               142909         1.1500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 117               142909         1.1600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 118               142909         1.1700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 119               142909         1.1800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 120               142909         1.1900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 121               142909         1.2000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 122               142909         1.2100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 123               142909         1.2200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 124               142909         1.2300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 125               142909         1.2400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 126               142909         1.2500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 127               142909         1.2600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 128               142909         1.2700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 129               142909         1.2800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 130               142909         1.2900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 131               142909         1.3000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 132               142909         1.3100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 133               142909         1.3200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 134               142909         1.3300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 135               142909         1.3400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 136               142909         1.3500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 137               142909         1.3600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 138               142909         1.3700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 139               142909         1.3800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 140               142909         1.3900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 141               142909         1.4000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 142               142909         1.4100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 143               142909         1.4200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 144               142909         1.4300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 145               142909         1.4400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 146               142909         1.4500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 147               142909         1.4600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 148               142909         1.4700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 149               142909         1.4800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 150               142909         1.4900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 151               142909         1.5000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 152               142909         1.5100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 153               142909         1.5200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 154               142909         1.5300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 155               142909         1.5400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 156               142909         1.5500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 157               142909         1.5600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 158               142909         1.5700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 159               142909         1.5800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 160               142909         1.5900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 161               142909         1.6000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 162               142909         1.6100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 163               142909         1.6200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 164               142909         1.6300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 165               142909         1.6400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 166               142909         1.6500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 167               142909         1.6600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 168               142909         1.6700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 169               142909         1.6800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 170               142909         1.6900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 171               142909         1.7000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 172               142909         1.7100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 173               142909         1.7200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 174               142909         1.7300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 175               142909         1.7400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 176               142909         1.7500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 177               142909         1.7600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 178               142909         1.7700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 179               142909         1.7800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 180               142909         1.7900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 181               142909         1.8000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 182               142909         1.8100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 183               142909         1.8200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 184               142909         1.8300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 185               142909         1.8400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 186               142909         1.8500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 187               142909         1.8600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 188               142909         1.8700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 189               142909         1.8800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 190               142909         1.8900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 191               142909         1.9000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 192               142909         1.9100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 193               142909         1.9200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 194               142909         1.9300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 195               142909         1.9400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 196               142909         1.9500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 197               142909         1.9600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 198               142909         1.9700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 199               142909         1.9800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 200               142909         1.9900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 201               142909         2.0000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 202               142909         2.0100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 203               142909         2.0200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 204               142909         2.0300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 205               142909         2.0400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 206               142909         2.0500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 207               142909         2.0600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 208               142909         2.0700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 209               142909         2.0800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 210               142909         2.0900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 211               142909         2.1000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 212               142909         2.1100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 213               142909         2.1200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 214               142909         2.1300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 215               142909         2.1400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 216               142909         2.1500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 217               142909         2.1600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 218               142909         2.1700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 219               142909         2.1800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 220               142909         2.1900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 221               142909         2.2000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 222               142909         2.2100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 223               142909         2.2200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 224               142909         2.2300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 225               142909         2.2400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 226               142909         2.2500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 227               142909         2.2600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 228               142909         2.2700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 229               142909         2.2800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 230               142909         2.2900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 231               142909         2.3000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 232               142909         2.3100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
