               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                   O2                   CO                  CO2
                  44               134542         4.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  45               134589         4.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  46               134624         4.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  47               134658         4.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  48               134700         4.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                  999                    0                 -999                    0
                  49               134701         4.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  50               134701         4.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  51               134701         5.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  52               134701         5.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  53               134701         5.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  54               134701         5.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  55               134701         5.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  56               134701         5.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  57               134701         5.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  58               134701         5.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  59               134701         5.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  60               134701         5.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  61               134701         6.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  62               134701         6.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  63               134701         6.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  64               134701         6.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  65               134701         6.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  66               134701         6.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  67               134701         6.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  68               134701         6.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  69               134701         6.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  70               134701         6.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  71               134701         7.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  72               134701         7.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  73               134701         7.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  74               134701         7.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  75               134701         7.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  76               134701         7.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  77               134701         7.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  78               134701         7.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  79               134701         7.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  80               134701         7.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  81               134701         8.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  82               134701         8.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  83               134701         8.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  84               134701         8.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  85               134701         8.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  86               134701         8.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  87               134701         8.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  88               134701         8.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  89               134701         8.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  90               134701         8.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  91               134701         9.0000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  92               134701         9.1000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  93               134701         9.2000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  94               134701         9.3000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  95               134701         9.4000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  96               134701         9.5000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  97               134701         9.6000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  98               134701         9.7000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                  99               134701         9.8000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 100               134701         9.9000000000000000E+01         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 101               134701         1.0000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 102               134701         1.0100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 103               134701         1.0200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 104               134701         1.0300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 105               134701         1.0400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 106               134701         1.0500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 107               134701         1.0600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 108               134701         1.0700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 109               134701         1.0800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 110               134701         1.0900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 111               134701         1.1000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 112               134701         1.1100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 113               134701         1.1200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 114               134701         1.1300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 115               134701         1.1400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 116               134701         1.1500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 117               134701         1.1600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 118               134701         1.1700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 119               134701         1.1800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 120               134701         1.1900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 121               134701         1.2000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 122               134701         1.2100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 123               134701         1.2200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 124               134701         1.2300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 125               134701         1.2400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 126               134701         1.2500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 127               134701         1.2600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 128               134701         1.2700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 129               134701         1.2800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 130               134701         1.2900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 131               134701         1.3000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 132               134701         1.3100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 133               134701         1.3200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 134               134701         1.3300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 135               134701         1.3400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 136               134701         1.3500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 137               134701         1.3600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 138               134701         1.3700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 139               134701         1.3800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 140               134701         1.3900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 141               134701         1.4000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 142               134701         1.4100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 143               134701         1.4200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 144               134701         1.4300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 145               134701         1.4400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 146               134701         1.4500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 147               134701         1.4600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 148               134701         1.4700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 149               134701         1.4800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 150               134701         1.4900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 151               134701         1.5000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 152               134701         1.5100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 153               134701         1.5200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 154               134701         1.5300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 155               134701         1.5400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 156               134701         1.5500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 157               134701         1.5600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 158               134701         1.5700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 159               134701         1.5800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 160               134701         1.5900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 161               134701         1.6000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 162               134701         1.6100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 163               134701         1.6200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 164               134701         1.6300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 165               134701         1.6400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 166               134701         1.6500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 167               134701         1.6600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 168               134701         1.6700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 169               134701         1.6800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 170               134701         1.6900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 171               134701         1.7000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 172               134701         1.7100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 173               134701         1.7200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 174               134701         1.7300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 175               134701         1.7400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 176               134701         1.7500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 177               134701         1.7600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 178               134701         1.7700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 179               134701         1.7800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 180               134701         1.7900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 181               134701         1.8000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 182               134701         1.8100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 183               134701         1.8200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 184               134701         1.8300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 185               134701         1.8400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 186               134701         1.8500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 187               134701         1.8600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 188               134701         1.8700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 189               134701         1.8800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 190               134701         1.8900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 191               134701         1.9000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 192               134701         1.9100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 193               134701         1.9200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 194               134701         1.9300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 195               134701         1.9400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 196               134701         1.9500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 197               134701         1.9600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 198               134701         1.9700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 199               134701         1.9800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 200               134701         1.9900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 201               134701         2.0000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 202               134701         2.0100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 203               134701         2.0200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 204               134701         2.0300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 205               134701         2.0400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 206               134701         2.0500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 207               134701         2.0600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 208               134701         2.0700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 209               134701         2.0800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 210               134701         2.0900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 211               134701         2.1000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 212               134701         2.1100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 213               134701         2.1200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 214               134701         2.1300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 215               134701         2.1400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 216               134701         2.1500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 217               134701         2.1600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 218               134701         2.1700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 219               134701         2.1800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 220               134701         2.1900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 221               134701         2.2000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 222               134701         2.2100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 223               134701         2.2200000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 224               134701         2.2300000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 225               134701         2.2400000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 226               134701         2.2500000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 227               134701         2.2600000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 228               134701         2.2700000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 229               134701         2.2800000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 230               134701         2.2900000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 231               134701         2.3000000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
                 232               134701         2.3100000000000000E+02         9.0000000000000000E+02         0.0000000000000000E+00                   0                 1000                    0                -1000                    0
